seed,strategy,model,accuracy,f1_score
899,base,DecisionTreeClassifier,0.88,0.8693333333333332
899,base,SVC,0.88,0.8238297872340425
899,balanced_on,GradientBoostingClassifier,0.84,0.8034782608695652
899,balanced_on,DecisionTreeClassifier,0.84,0.8034782608695652
899,balanced_on,SVC,0.84,0.8034782608695652
899,balanced_in,GradientBoostingClassifier,0.88,0.8238297872340425
899,balanced_in,DecisionTreeClassifier,0.84,0.8034782608695652
899,balanced_in,SVC,0.88,0.8238297872340425
899,balanced_drop,GradientBoostingClassifier,0.88,0.8238297872340425
899,balanced_drop,DecisionTreeClassifier,0.84,0.84
899,balanced_drop,SVC,0.88,0.8238297872340425
899,balanced_stretch,GradientBoostingClassifier,0.88,0.8238297872340425
899,balanced_stretch,DecisionTreeClassifier,0.88,0.8238297872340425
899,balanced_stretch,SVC,0.88,0.8238297872340425
